scientificName,year,n,cumulative
"Lasioglossum posthirtum (Cockerell, 1946)",NA,1,14542
"Lasioglossum pastinimimum (Cockerell, 1939)",NA,1,14543
"Lipotriches mollis (Smith, 1879)",NA,1,14544
"Lasioglossum gendettense (Cockerell, 1937)",NA,1,14545
"Lasioglossum klipiellum (Cockerell, 1946)",NA,1,14546
"Patellapis cerealis (Cockerell, 1945)",NA,1,14547
"Lasioglossum tunguense (Blüthgen, 1926)",NA,1,14548
"Halictus caelestis Ebmer, 1976",NA,1,14549
"Lasioglossum edessae Ebmer, 1974",NA,1,14550
"Lasioglossum hilare Ebmer, 1972",NA,1,14551
"Lasioglossum charisterion Ebmer, 2002",NA,1,14552
"Lasioglossum ciliatum Ebmer, 1998",NA,1,14553
"Halictus aestuans Ebmer, 1978",NA,1,14554
"Lasioglossum nomion Ebmer, 1998",NA,1,14555
"Lasioglossum selma Ebmer, 2002",NA,1,14556
"Lipotriches subaurata Pauly, 2014",NA,1,14557
"Halictus kusdasi Ebmer, 1975",NA,1,14558
"Lasioglossum laevoides Ebmer, 2005",NA,1,14559
"Halictus lobatus Ebmer, 1978",NA,1,14560
"Lasioglossum lisa Ebmer, 1998",NA,1,14561
"Lasioglossum tessaranotatum Ebmer, 1998",NA,1,14562
"Halictus clangulus Warncke, 1984",NA,1,14563
"Lasioglossum euxinicum Ebmer, 1972",NA,1,14564
"Lipotriches predonta Pauly, 2014",NA,1,14565
"Rophites epiroticus (Schwammberger, 1975)",NA,1,14566
"Dufourea bytinskii Ebmer, 1999",NA,1,14567
"Lasioglossum tyndarus Ebmer, 2002",NA,1,14568
"Systropha tadjika Warncke, 1992",NA,1,14569
"Lasioglossum luctuosum Ebmer, 2002",NA,1,14570
"Lasioglossum xystodorsum Ebmer, 1998",NA,1,14571
"Lasioglossum glandon Ebmer, 2002",NA,1,14572
"Eupetersia plumosa Pauly, 1981",NA,1,14573
"Lasioglossum infimum (Erichson, 1842)",NA,1,14574
"Lasioglossum trianguliferum (Cockerell, 1941)",NA,1,14575
"Lasioglossum rufimentis (Cockerell, 1937)",NA,1,14576
"Patellapis partita (Cockerell, 1933)",NA,1,14577
"Sphecodes tantalus Nurse, 1903",NA,1,14578
"Lasioglossum giffardiellum (Cockerell, 1945)",NA,1,14579
"Lasioglossum palapyense (Cockerell, 1942)",NA,1,14580
"Lasioglossum simlaense (Cameron, 1909)",NA,1,14581
"Lasioglossum pernotescens (Cockerell, 1934)",NA,1,14582
"Lasioglossum hypochlorinum (Cockerell, 1940)",NA,1,14583
"Reepenia fulviventris (Cameron, 1901)",NA,1,14584
"Lipotriches acaciae (Cockerell, 1935)",NA,1,14585
"Lasioglossum klooficum (Cockerell, 1946)",NA,1,14586
"Lipotriches baldocki Pauly, 2014",NA,1,14587
"Lasioglossum creightoni (Cockerell, 1908)",NA,1,14588
"Lasioglossum angusticaudum (Cockerell, 1939)",NA,1,14589
"Lasioglossum ingogoense (Cockerell, 1940)",NA,1,14590
"Lasioglossum beirense (Cockerell, 1937)",NA,1,14591
"Patellapis mirandicornis (Cockerell, 1939)",NA,1,14592
"Lasioglossum cavernifrons (Blüthgen, 1926)",NA,1,14593
"Lasioglossum semiplicatum (Cockerell, 1943)",NA,1,14594
"Megalopta aegis (Vachal, 1904)",NA,1,14595
"Patellapis sigiriella (Cockerell, 1911)",NA,1,14596
"Patellapis lyalli (Pauly, 2001)",NA,1,14597
"Lasioglossum catileps (Blüthgen, 1926)",NA,1,14598
"Sphegocephala umbrina Benoist, 1962",NA,1,14599
"Lasioglossum bernardinense (Michener, 1936)",NA,1,14600
"Augochloropsis anesidora (Doering, 1875)",NA,1,14601
"Augochlora fulvilabris Friese, 1917",NA,1,14602
"Augochlora phoenicis (Vachal, 1911)",NA,1,14603
"Augochlora aurinasis (Vachal, 1911)",NA,1,14604
"Augochloropsis nitidicollis (Vachal, 1903)",NA,1,14605
"Sphecodes lunaris Vachal, 1904",NA,1,14606
"Augochlora bractealis (Vachal, 1904)",NA,1,14607
"Austronomia thor (Cockerell, 1930)",NA,1,14608
"Lasioglossum taclobanense (Cockerell, 1915)",NA,1,14609
"Sphecodes fortior Cockerell, 1898",NA,1,14610
"Lasioglossum balboae (Cockerell, 1928)",NA,1,14611
"Habralictus banghaasi (Schrottky, 1910)",NA,1,14612
"Sphecodes duplex Blüthgen, 1927",NA,1,14613
"Lasioglossum morobeense (Pauly, 1986)",NA,1,14614
"Halictus pyrenaeus Pérez, 1903",NA,1,14615
"Sphecodes samarensis Blüthgen, 1927",NA,1,14616
"Pseudapis sudanica (Warncke, 1980)",NA,1,14617
"Lasioglossum toxopei (Alfken, 1926)",NA,1,14618
"Pseudapis bytinski (Warncke, 1976)",NA,1,14619
"Sphecodes javanicus Friese, 1914",NA,1,14620
"Rophites theryi Benoist, 1930",NA,1,14621
"Lasioglossum testaceipes (Friese, 1914)",NA,1,14622
"Steganomus javanus Ritsema, 1873",NA,1,14623
"Nomioides incertus Blüthgen, 1925",NA,1,14624
"Dufourea armenia Ebmer, 1987",NA,1,14625
"Lasioglossum filiferreum (Pauly, 1986)",NA,1,14626
"Lasioglossum scabrosum (Pauly, 1986)",NA,1,14627
"Halictus dschulfensis Blüthgen, 1936",NA,1,14628
"Dufourea styx Ebmer, 1976",NA,1,14629
"Halictus morawitzi Vachal, 1902",NA,1,14630
"Lasioglossum paramorio (Friese, 1908)",NA,1,14631
"Lasioglossum flavipes (Moure, 1950)",NA,1,14632
"Thrinchostoma flaviscapus Blüthgen, 1926",NA,1,14633
"Dufourea atlantica Ebmer, 1993",NA,1,14634
"Reepenia variabilis (Friese, 1909)",NA,1,14635
"Megalopta nitidicollis Friese, 1926",NA,1,14636
"Lasioglossum pilositarsis (Pauly, 1986)",NA,1,14637
"Halictus mordax Blüthgen, 1923",NA,1,14638
"Pseudapis urfana (Warncke, 1980)",NA,1,14639
"Mellitidia horvathi (Friese, 1909)",NA,1,14640
"Lasioglossum scutolactescens (Pauly, 1986)",NA,1,14641
"Lasioglossum flavoscapus Ebmer, 2008",NA,1,14642
"Patellapis celebensis (Blüthgen, 1931)",NA,1,14643
"Halictus ochropus Blüthgen, 1923",NA,1,14644
"Lasioglossum basizonus (Friese, 1909)",NA,1,14645
"Eupetersia wissmanni Blüthgen, 1928",NA,1,14646
"Lasioglossum nyasense (Cockerell, 1945)",NA,1,14647
"Patellapis micheneri Timmermann, 2009",NA,1,14648
"Lasioglossum nigrimentis (Cockerell, 1937)",NA,1,14649
"Lasioglossum postpictum (Cockerell, 1937)",NA,1,14650
"Lasioglossum nitidibase (Cockerell, 1941)",NA,1,14651
"Sphecodes trentonensis Cockerell, 1913",NA,1,14652
"Patellapis tinctula (Cockerell, 1937)",NA,1,14653
"Dufourea carinata (Popov, 1959)",NA,1,14654
"Ceylalictus nanensis (Cockerell, 1929)",NA,1,14655
"Lasioglossum busckiellum (Cockerell, 1915)",NA,1,14656
"Patellapis concinnula (Cockerell, 1946)",NA,1,14657
"Lasioglossum ruwenzoriellum (Cockerell, 1945)",NA,1,14658
"Lasioglossum picaninum (Cockerell, 1945)",NA,1,14659
"Augochlora alcyone Smith, 1879",NA,1,14660
"Lasioglossum cessulum (Cockerell, 1940)",NA,1,14661
"Patellapis drakensbergensis Timmermann, 2009",NA,1,14662
"Patellapis heterozonia (Cockerell, 1937)",NA,1,14663
"Lasioglossum kibwezicum (Cockerell, 1945)",NA,1,14664
"Lasioglossum postnitens (Cockerell, 1946)",NA,1,14665
"Patellapis rozeni Timmermann, 2009",NA,1,14666
"Augochloropsis crassigena Moure, 1943",NA,1,14667
"Lasioglossum geigeriae (Cockerell, 1908)",NA,1,14668
"Lasioglossum swezeyi (Cockerell, 1939)",NA,1,14669
"Lasioglossum engeli Genaro, 2001",NA,1,14670
"Lasioglossum rugolatum (Smith, 1853)",NA,1,14671
"Lasioglossum palaonicum (Cockerell, 1939)",NA,1,14672
"Augochloropsis epipyrgitis (Holmberg, 1903)",NA,1,14673
"Lasioglossum ilicum (Blüthgen, 1924)",NA,1,14674
"Lasioglossum leucopymatum (Dalla Torre, 1896)",NA,1,14675
"Lasioglossum tschibuklinum (Blüthgen, 1931)",NA,1,14676
"Halictus grossellus Ebmer, 1978",NA,1,14677
"Halictus funerarius Morawitz, 1876",NA,1,14678
"Nomioides pulcherrimus Blüthgen, 1925",NA,1,14679
"Melitta hispanica Friese, 1900",NA,1,14680
"Rediviva namaquaensis (Kuhlmann, 2012)",NA,1,14681
"Melitta udmurtica Sitdikov, 1986",NA,1,14682
"Melitta tomentosa Friese, 1900",NA,1,14683
"Rediviva capensis (Kuhlmann, 2012)",NA,1,14684
"Samba spinosa Eardley, 2010",NA,1,14685
"Dasypoda iberica Warncke, 1973",NA,1,14686
"Melitta murciana Warncke, 1973",NA,1,14687
"Melitta engeli Michez, 2012",NA,1,14688
"Melitta magnifica Michez, 2012",NA,1,14689
"Dasypoda toroki Michez, 2004",NA,1,14690
"Melitta rasmonti Michez, 2007",NA,1,14691
"Dasypoda syriensis Michez, 2004",NA,1,14692
"Melitta iberica Warncke, 1973",NA,1,14693
"Dasypoda patinyi Michez, 2002",NA,1,14694
"Dasypoda tubera Warncke, 1973",NA,1,14695
"Dasypoda frieseana Schletterer, 1890",NA,1,14696
"Camptopoeum armeniacum (Warncke, 1972)",NA,1,14697
"Panurginus ponticus (Warncke, 1972)",NA,1,14698
"Andrena limosa Warncke, 1969",NA,1,14699
"Flavipanurgus granadensis (Warncke, 1987)",NA,1,14700
"Camptopoeum khuzestanum (Warncke, 1985)",NA,1,14701
"Andrena curtivalvis Morice, 1899",NA,1,14702
"Clavipanurgus anatolicus (Warncke, 1972)",NA,1,14703
"Clavipanurgus cavus (Warncke, 1987)",NA,1,14704
"Simpanurgus phyllopodus (Warncke, 1972)",NA,1,14705
"Panurginus schwarzi (Warncke, 1972)",NA,1,14706
"Protandrena levis (Timberlake, 1975)",NA,1,14707
"Macrotera seminigra (Timberlake, 1956)",NA,1,14708
"Protandrena opacicollis (Timberlake, 1964)",NA,1,14709
"Protandrena chemsaki (Timberlake, 1975)",NA,1,14710
"Protandrena pumilis (Timberlake, 1975)",NA,1,14711
"Macrotera anthracina (Timberlake, 1980)",NA,1,14712
"Camptopoeum pseudorubrum (Warncke, 1987)",NA,1,14713
"Camptopoeum longicephalus (Warncke, 1987)",NA,1,14714
"Andrena govinda Warncke, 1974",NA,1,14715
"Avpanurgus flavofasciatus (Warncke, 1972)",NA,1,14716
"Clavipanurgus clavatus (Warncke, 1972)",NA,1,14717
"Panurgus cyrenaikensis Warncke, 1972",NA,1,14718
"Cubiandrena cubicepsella (Warncke, 1975)",NA,1,14719
"Camptopoeum nadigi (Warncke, 1972)",NA,1,14720
"Flavomeliturgula tapana (Warncke, 1985)",NA,1,14721
"Clavipanurgus stylus (Warncke, 1987)",NA,1,14722
"Panurgus sidensis Warncke, 1987",NA,1,14723
"Andrena viridigastra Morawitz, 1876",NA,1,14724
"Andrena dourada Kratochwil and Scheuchl, 2013",NA,1,14725
"Andrena alisadra Ariana, Scheuchl, Tadauchi and Gusenleitner, 2010",NA,1,14726
"Andrena hermonella Scheuchl and Pisanty, 2016",NA,1,14727
"Andrena magnipunctata M. -L. Kim and C. -W. Kim, 1989",NA,1,14728
"Protandrena lateralis (Timberlake, 1973)",NA,1,14729
"Andrena nevadae Linsley and MacSwain, 1961",NA,1,14730
"Andrena tadauchii Gusenleitner, 1998",NA,1,14731
"Andrena judaea Scheuchl and Pisanty, 2016",NA,1,14732
"Andrena pinguis Ariana, Scheuchl, Tadauchi and Gusenleitner, 2010",NA,1,14733
"Melitturga krausi Schwarz, 2003",NA,1,14734
"Andrena perahia Pisanty and Scheuchl, 2016",NA,1,14735
"Protomeliturga catimbaui Schlindwein and Moure, 2005",NA,1,14736
"Macronomia negligenda (Dalla Torre, 1896)",NA,1,14737
"Andrena urfanella Scheuchl and Hazir, 2012",NA,1,14738
"Macrotera nahua (Snelling and Danforth, 1992)",NA,1,14739
"Panurgus siculus Morawitz, 1871",NA,1,14740
"Rediviva steineri Kuhlmann, 2012",NA,1,14741
"Melitta guichardi Michez, 2007",NA,1,14742
"Pseudophilanthus taeniatus Alfken, 1939",NA,1,14743
"Melitta latronis Cockerell, 1924",NA,1,14744
"Dasypoda comberi Cockerell, 1911",NA,1,14745
"Dasypoda warnckei Michez, 2004",NA,1,14746
"Dasypoda albipila Spinola, 1838",NA,1,14747
"Dasypoda cockerelli Yasumatsu, 1935",NA,1,14748
"Macropis omeiensis Wu, 1965",NA,1,14749
"Stenotritus elegantior Cockerell, 1921",NA,1,14750
"Stenotritus elegans Smith, 1853",NA,1,14751
"Stenotritus victoriae (Cockerell, 1906)",NA,1,14752
"Stenotritus ferricornis (Cockerell, 1916)",NA,1,14753
"Andrena angarensis Cockerell, 1929",NA,1,14754
"Andrena satellita Nurse, 1904",NA,1,14755
"Andrena chrysochersonesus Baker, 1995",NA,1,14756
"Andrena heteropoda Cockerell, 1922",NA,1,14757
"Andrena kudiana Cockerell, 1924",NA,1,14758
"Andrena apiformis Kriechbaumer, 1873",NA,1,14759
"Andrena canuta Warncke, 1975",NA,1,14760
"Anthrenoides pinhalensis Urban, 2005",NA,1,14761
"Andrena amicula Warncke, 1967",NA,1,14762
"Andrena bytinskii Warncke, 1969",NA,1,14763
"Andrena clusia Warncke, 1966",NA,1,14764
"Andrena muscaria Warncke, 1965",NA,1,14765
"Andrena biarmica Warncke, 1975",NA,1,14766
"Andrena callosa Warncke, 1967",NA,1,14767
"Andrena galbula Warncke, 1975",NA,1,14768
"Andrena melanota Warncke, 1975",NA,1,14769
"Andrena pellucida Warncke, 1974",NA,1,14770
"Andrena exquisita Warncke, 1975",NA,1,14771
"Andrena hybrida Warncke, 1975",NA,1,14772
"Andrena leucura Warncke, 1974",NA,1,14773
"Andrena lunata Warncke, 1975",NA,1,14774
"Andrena oblita Warncke, 1967",NA,1,14775
"Andrena passerina Warncke, 1974",NA,1,14776
"Andrena schwarzi Warncke, 1975",NA,1,14777
"Andrena solitaria Warncke, 1975",NA,1,14778
"Andrena totana Warncke, 1974",NA,1,14779
"Andrena ulula Warncke, 1969",NA,1,14780
"Andrena schuberthi Gusenleitner, 1998",NA,1,14781
"Andrena acerba Warncke, 1967",NA,1,14782
"Andrena gallinula Warncke, 1975",NA,1,14783
"Andrena janthina Warncke, 1975",NA,1,14784
"Andrena melba Warncke, 1966",NA,1,14785
"Andrena montarca Warncke, 1975",NA,1,14786
"Andrena pelopa Warncke, 1975",NA,1,14787
"Andrena taprobana Warncke, 1975",NA,1,14788
"Clavipanurgus gusenleitneri Patiny, 2004",NA,1,14789
"Andrena agnata Warncke, 1967",NA,1,14790
"Andrena castanea Warncke, 1975",NA,1,14791
"Andrena crispa Warncke, 1975",NA,1,14792
"Andrena garzetta Warncke, 1975",NA,1,14793
"Andrena lepurana Warncke, 1974",NA,1,14794
"Andrena monacha Warncke, 1965",NA,1,14795
"Andrena stellaris Warncke, 1965",NA,1,14796
"Andrena sigiella Gusenleitner, 1998",NA,1,14797
"Gasparinahla megapalpae Patiny, 2001",NA,1,14798
"Andrena ochropa Warncke, 1974",NA,1,14799
"Andrena luscinia Warncke, 1975",NA,1,14800
"Andrena semiaenea Morawitz, 1876",NA,1,14801
"Andrena soror Dours, 1872",NA,1,14802
"Andrena urdula Warncke, 1965",NA,1,14803
"Andrena vitiosa Smith, 1879",NA,1,14804
"Andrena guichardi Warncke, 1980",NA,1,14805
"Andrena leaena Cameron, 1907",NA,1,14806
"Andrena punjabensis Cameron, 1908",NA,1,14807
"Panurgus dargius Warncke, 1972",NA,1,14808
"Andrena saturata Warncke, 1975",NA,1,14809
"Andrena vaulogeri Pérez, 1895",NA,1,14810
"Andrena caudata Warncke, 1965",NA,1,14811
"Andrena astica Warncke, 1967",NA,1,14812
"Andrena cantiaca Warncke, 1975",NA,1,14813
"Andrena chersona Warncke, 1972",NA,1,14814
"Andrena crecca Warncke, 1965",NA,1,14815
"Andrena daphanea Warncke, 1974",NA,1,14816
"Andrena eburnea Warncke, 1975",NA,1,14817
"Andrena glandaria Warncke, 1975",NA,1,14818
"Andrena bernicla Warncke, 1975",NA,1,14819
"Andrena taxana Warncke, 1975",NA,1,14820
"Andrena trikalensis Warncke, 1965",NA,1,14821
"Andrena fabalis Warncke, 1965",NA,1,14822
"Andrena immaculata Warncke, 1975",NA,1,14823
"Andrena kurda Warncke, 1975",NA,1,14824
"Andrena minutissima Osytshnjuk, 1995",NA,1,14825
"Andrena cinereophila Warncke, 1965",NA,1,14826
"Andrena aruana Warncke, 1967",NA,1,14827
"Andrena ciconia Warncke, 1975",NA,1,14828
"Andrena resoluta Warncke, 1973",NA,1,14829
"Andrena dauma Warncke, 1969",NA,1,14830
"Andrena fuscicollis Morawitz, 1876",NA,1,14831
"Andrena griseigena Warncke, 1975",NA,1,14832
"Andrena monilia Warncke, 1967",NA,1,14833
"Andrena pratincola Warncke, 1974",NA,1,14834
"Andrena stolida Warncke, 1975",NA,1,14835
"Andrena bifida Warncke, 1967",NA,1,14836
"Andrena amarilla Cockerell, 1949",NA,1,14837
"Andrena kornosica Mavromoustakis, 1954",NA,1,14838
"Andrena unita Nurse, 1904",NA,1,14839
"Camptopoeum guichardi Patiny, 1999",NA,1,14840
"Andrena collata Nurse, 1904",NA,1,14841
"Panurgus acutus Patiny, 2002",NA,1,14842
"Borgatomelissa niveopilosa Patiny, 2002",NA,1,14843
"Andrena nigrocyanea Saunders, 1908",NA,1,14844
"Andrena mediocalens Cockerell, 1931",NA,1,14845
"Perdita senecionis Cockerell, 1896",NA,1,14846
"Andrena gracillima Cameron, 1897",NA,1,14847
"Andrena hondurasica Cockerell, 1949",NA,1,14848
"Psaenythia demissa Holmberg, 1921",NA,1,14849
"Andrena morosa Cameron, 1897",NA,1,14850
"Melitturga albescens Pérez, 1895",NA,1,14851
"Arhysosage biguttulata Ramos, 2013",NA,1,14852
"Andrena legata Nurse, 1904",NA,1,14853
"Andrena familiaris Smith, 1878",NA,1,14854
"Meliturgula wilmattae Cockerell, 1932",NA,1,14855
"Andrena arima Cameron, 1909",NA,1,14856
"Andrena acuta Warncke, 1993",NA,1,14857
"Andrena gomerensis Warncke, 1993",NA,1,14858
"Andrena hera Nurse, 1904",NA,1,14859
"Perdita nayaritensis Timberlake, 1980",NA,1,14860
"Perdita impar Timberlake, 1980",NA,1,14861
"Perdita biornata Timberlake, 1980",NA,1,14862
"Perdita vanduzeei Cockerell, 1923",NA,1,14863
"Perdita clarifacies Cockerell, 1923",NA,1,14864
"Perdita erudita Cockerell, 1923",NA,1,14865
"Perdita pauliana Timberlake, 1977",NA,1,14866
"Perdita pachygnatha Timberlake, 1977",NA,1,14867
"Perdita zavortinki Timberlake, 1977",NA,1,14868
"Perdita inyoensis Timberlake, 1977",NA,1,14869
"Perdita infuscata Timberlake, 1977",NA,1,14870
"Perdita bifasciata Timberlake, 1977",NA,1,14871
"Perdita cinctiventris Timberlake, 1977",NA,1,14872
"Perdita diminutiva Timberlake, 1977",NA,1,14873
"Perdita esmeraldensis Timberlake, 1977",NA,1,14874
"Perdita apicalis Timberlake, 1977",NA,1,14875
"Protandrena impressa Timberlake, 1976",NA,1,14876
"Calliopsis yalea Shinn, 1967",NA,1,14877
"Calliopsis peninsularis Shinn, 1967",NA,1,14878
"Perdita sedulosa Timberlake, 1971",NA,1,14879
"Protandrena persimilis Timberlake, 1976",NA,1,14880
"Calliopsis solitaria (Rozen, 1963)",NA,1,14881
"Perdita toschiae Timberlake, 1968",NA,1,14882
"Perdita transversa Timberlake, 1956",NA,1,14883
"Perdita submedia Timberlake, 1971",NA,1,14884
"Perdita tacita Timberlake, 1968",NA,1,14885
"Perdita sparsa Fox, 1893",NA,1,14886
"Perdita werneri Timberlake, 1968",NA,1,14887
"Protandrena margaritensis (Fox, 1893)",NA,1,14888
"Protandrena concinna (Fox, 1894)",NA,1,14889
"Perdita veris Timberlake, 1968",NA,1,14890
"Perdita tristissima Timberlake, 1968",NA,1,14891
"Perdita tumida Timberlake, 1980",NA,1,14892
"Perdita labrosa Timberlake, 1980",NA,1,14893
"Perdita insequens Timberlake, 1968",NA,1,14894
"Perdita inflexa Timberlake, 1956",NA,1,14895
"Perdita macneilli Timberlake, 1964",NA,1,14896
"Perdita gillaspyi Timberlake, 1980",NA,1,14897
"Perdita glabrella Timberlake, 1968",NA,1,14898
"Perdita gemella Timberlake, 1964",NA,1,14899
"Perdita fulviventris Timberlake, 1980",NA,1,14900
"Perdita fuscipes Timberlake, 1968",NA,1,14901
"Perdita flavicornis Timberlake, 1980",NA,1,14902
"Perdita idahoensis Timberlake, 1958",NA,1,14903
"Perdita impressa Timberlake, 1968",NA,1,14904
"Perdita humilis Timberlake, 1968",NA,1,14905
"Perdita hirtella Timberlake, 1968",NA,1,14906
"Perdita hidalgoensis Timberlake, 1968",NA,1,14907
"Perdita hiemalis Timberlake, 1980",NA,1,14908
"Perdita halli Timberlake, 1960",NA,1,14909
"Perdita gratiosa Timberlake, 1971",NA,1,14910
"Perdita sandhouseae Timberlake, 1964",NA,1,14911
"Perdita rudei Timberlake, 1980",NA,1,14912
"Perdita placens Timberlake, 1968",NA,1,14913
"Perdita otiosa Timberlake, 1971",NA,1,14914
"Perdita replicans Timberlake, 1968",NA,1,14915
"Perdita quinquebalteata Timberlake, 1960",NA,1,14916
"Perdita puncticeps Timberlake, 1971",NA,1,14917
"Perdita pratensis Timberlake, 1980",NA,1,14918
"Perdita primula Timberlake, 1958",NA,1,14919
"Perdita pulchella Timberlake, 1954",NA,1,14920
"Perdita placida Timberlake, 1958",NA,1,14921
"Perdita minuta Timberlake, 1980",NA,1,14922
"Perdita modestissima Timberlake, 1968",NA,1,14923
"Perdita melanderi Timberlake, 1968",NA,1,14924
"Perdita melanogastra Timberlake, 1964",NA,1,14925
"Perdita melanops Timberlake, 1968",NA,1,14926
"Perdita micans Timberlake, 1968",NA,1,14927
"Perdita nigrocincta Timberlake, 1958",NA,1,14928
"Perdita nigroaenea Timberlake, 1968",NA,1,14929
"Perdita obispoensis Timberlake, 1958",NA,1,14930
"Perdita digna Timberlake, 1964",NA,1,14931
"Perdita compactilis Timberlake, 1980",NA,1,14932
"Perdita compacta Timberlake, 1971",NA,1,14933
"Perdita claripennis Timberlake, 1968",NA,1,14934
"Perdita chemsaki Timberlake, 1980",NA,1,14935
"Perdita blanda Timberlake, 1958",NA,1,14936
"Perdita consimilis Timberlake, 1968",NA,1,14937
"Perdita congrua Timberlake, 1971",NA,1,14938
"Perdita confinis Timberlake, 1971",NA,1,14939
"Perdita ancoralis Timberlake, 1968",NA,1,14940
"Perdita amicula Timberlake, 1964",NA,1,14941
"Perdita albopicta Timberlake, 1958",NA,1,14942
"Perdita albipes Timberlake, 1962",NA,1,14943
"Perdita accepta Timberlake, 1958",NA,1,14944
"Perdita albata Timberlake, 1968",NA,1,14945
"Perdita atrovirens Timberlake, 1968",NA,1,14946
"Perdita barri Timberlake, 1964",NA,1,14947
"Perdita associata Timberlake, 1968",NA,1,14948
"Andrena vestali Cockerell, 1913",NA,1,14949
"Perdita tropicalis Cockerell, 1912",NA,1,14950
"Perdita pauxilla Timberlake, 1980",NA,1,14951
"Perdita janzeni Timberlake, 1980",NA,1,14952
"Perdita brevicornis Timberlake, 1980",NA,1,14953
"Perdita perixantha Timberlake, 1960",NA,1,14954
"Perdita arnaudi Timberlake, 1958",NA,1,14955
"Perdita dissimulans Timberlake, 1954",NA,1,14956
"Perdita valida Timberlake, 1962",NA,1,14957
"Andrena sibthorpi Mavromoustakis, 1952",NA,1,14958
"Andrena solenopalpa Benoist, 1945",NA,1,14959
"Andrena bicarinata Morawitz, 1876",NA,1,14960
"Andrena glidia Warncke, 1965",NA,1,14961
"Andrena rodilla Donovan, 1977",NA,1,14962
"Protandrena opacella (Cockerell, 1949)",NA,1,14963
"Andrena clypella Strand, 1921",NA,1,14964
"Andrena pinkeunia Warncke, 1969",NA,1,14965
"Andrena aetherea Warncke, 1974",NA,1,14966
"Andrena pileata Warncke, 1975",NA,1,14967
"Andrena caprimulga Warncke, 1975",NA,1,14968
"Andrena cinnamonea Warncke, 1975",NA,1,14969
"Andrena gamskrucki Warncke, 1965",NA,1,14970
"Andrena glareola Warncke, 1969",NA,1,14971
"Andrena henotica Warncke, 1975",NA,1,14972
"Andrena macroptera Warncke, 1974",NA,1,14973
"Andrena nucleola Warncke, 1973",NA,1,14974
"Andrena strepera Warncke, 1975",NA,1,14975
"Andrena elisaria Gusenleitner, 1998",NA,1,14976
"Andrena bayona Warncke, 1975",NA,1,14977
"Andrena decollata Warncke, 1974",NA,1,14978
"Andrena hyacinthina Mavromoustakis, 1958",NA,1,14979
"Andrena ounifa Warncke, 1974",NA,1,14980
"Andrena pareklisiae Mavromoustakis, 1957",NA,1,14981
"Andrena robusta Warncke, 1975",NA,1,14982
"Andrena saettana Warncke, 1975",NA,1,14983
"Andrena signata Warncke, 1974",NA,1,14984
"Andrena zostera Warncke, 1975",NA,1,14985
"Meliturgula denesia Patiny, 1999",NA,1,14986
"Andrena rotundata Pérez, 1895",NA,1,14987
"Andrena sillata Warncke, 1975",NA,1,14988
"Andrena varicornis Pérez, 1895",NA,1,14989
"Andrena labergeiella Gusenleitner, 1998",NA,1,14990
"Panurgus minor Warncke, 1972",NA,1,14991
"Andrena pela Warncke, 1974",NA,1,14992
"Andrena quinquepalpa Warncke, 1980",NA,1,14993
"Andrena sedentaria Warncke, 1975",NA,1,14994
"Andrena siciliana Warncke, 1980",NA,1,14995
"Andrena sandanskia Warncke, 1973",NA,1,14996
"Andrena humabilis Warncke, 1965",NA,1,14997
"Andrena afghana Warncke, 1974",NA,1,14998
"Andrena hibernica Warncke, 1975",NA,1,14999
"Andrena leucorhina Morawitz, 1876",NA,1,15000
"Andrena lonicera Warncke, 1973",NA,1,15001
"Andrena palumba Warncke, 1974",NA,1,15002
"Andrena troodica Warncke, 1975",NA,1,15003
"Andrena spinaria Warncke, 1974",NA,1,15004
"Andrena cuneata Warncke, 1974",NA,1,15005
"Andrena guttata Warncke, 1969",NA,1,15006
"Andrena lucidula Warncke, 1974",NA,1,15007
"Andrena combusta Morawitz, 1876",NA,1,15008
"Andrena rubecula Warncke, 1974",NA,1,15009
"Andrena varia Pérez, 1895",NA,1,15010
"Andrena platalea Warncke, 1975",NA,1,15011
"Andrena gordia Warncke, 1975",NA,1,15012
"Andrena murana Warncke, 1967",NA,1,15013
"Andrena pyrozonata Friese, 1921",NA,1,15014
"Andrena nigritula Cockerell, 1906",NA,1,15015
"Andrena ferulae Pérez, 1895",NA,1,15016
"Andrena merimna Saunders, 1908",NA,1,15017
"Andrena uyacensis Cockerell, 1949",NA,1,15018
"Andrena phenax Cockerell, 1898",NA,1,15019
"Andrena basifusca Cockerell, 1930",NA,1,15020
"Meliturgula senegaliae Patiny, 1999",NA,1,15021
"Andrena phaneroleuca Cockerell, 1929",NA,1,15022
"Protandrena nitescens (Cockerell, 1918)",NA,1,15023
"Perdita davidsoni Timberlake, 1964",NA,1,15024
"Andrena lucidicollis Morawitz, 1876",NA,1,15025
"Andrena marmora Nurse, 1904",NA,1,15026
"Andrena dargia Warncke, 1965",NA,1,15027
"Andrena gregaria Warncke, 1974",NA,1,15028
"Andrena lutea Warncke, 1967",NA,1,15029
"Andrena phoenicura Warncke, 1975",NA,1,15030
"Camptopoeum afghanicum Patiny, 1999",NA,1,15031
"Andrena illyrica Warncke, 1975",NA,1,15032
"Clavipanurgus eurystylus Patiny, 2002",NA,1,15033
"Andrena puffina Warncke, 1975",NA,1,15034
"Andrena rusticola Warncke, 1975",NA,1,15035
"Andrena torda Warncke, 1965",NA,1,15036
