n,scientificName,source,database_id,species,family,subfamily,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,doiORurl,publicationYear,Notes,Auth,Title of paper,verbatimScientificName,.invalidName,taxonRank
2,"Augochlorella kelliae Gonçalves, 2019",NA,BeeBDC_TempCode_325,Augochlorella kelliae,Halictidae,Halictinae,Augochlorella,NA,kelliae,NA,"Gonçalves, 2019",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://pdf.sciencedirectassets.com/312949/1-s2.0-S0085562619X00023/1-s2.0-S0085562618301390/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEPn%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJGMEQCIHyUc0ujDea5iSD%2Fk%2FYriAXCiTa68iGmeN4wZIgkhnBsAiAYNgbv9nnbHB8Yt79O1T10nPx7TVH6sIQWwllxhUfE%2Byq7BQiC%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAUaDDA1OTAwMzU0Njg2NSIMDsS6YzA8XhjocV5PKo8Fnqry10i0sp4y88MyP%2FTRtq0EaztVaJ0GoN35fHoObe%2BuCXnAwet4AHFWkFY9DdW8p8GMqjETbDkRvnGOsP2J7uYw%2BbkN1CPk3fyXtPyiNsJ1KpItqlwbA2wqAax8ktd1Al7fPl6ZpfqW4AOTxEAhYPE0gdpEH6hVxftObd1kbzgK4Oz1YBUvkT7853Ts7haeuG9VAzKuslDw3kvh2FN0lPkqJds7MHkRAE%2BbRFkK%2BB%2FlNO0Km8r62mBJvO6KXI63V6%2BZCYTz3PchU1yxL%2BnaPzIxrdZIuCB8xL86vBGmGd16vfHPEWNB%2B%2FOm%2Bl1Ja7%2BM8uDxx4AN1UHBimxd%2Bnt7nSGFRdPHYxBaDHwmdZUP8yxURsacsj1ZLsqJdgxsP1K0ovUd9iarCWCM%2B9hHtKm063f0NWh09aUhFkq5saThiNAjzlSe3XdQLfDvXr3T725hSWW66XSVvKhwOjtEAmGA5OJIS4iwlLjHG5XHrAP4my4GN%2BNrNChr9WfXou%2BZ6YhFIVSm8lrzFtXQn8LihnR83FbUurvyrU3hnFrkmDPAtzYyzwRPg%2BXKjv%2BQ%2FSOdCGvDGl3tbMoN2bppsCOwDMcOe4sEW9S8Z%2F%2B%2F5frER8Rn8ItgVa%2BCApPoQBDUclt%2Fp7QOVhNF%2F34BZq2bizgHT7BQVEE%2FS8p%2BMy%2FrnZya%2FZqkhnTYXTZxjWZpTjQpeY6sKfnvuGsCBmkujclAzGl8YrcQPESpPynAkY7vmIAR6WqPl5wQjb8S2xeR1CIetglUQUWfLc%2Fvm%2FDy6WYFi7x0bTQDdIDxqsbNoibry3UlYxa81bjXJqzE6%2BkufaxxkFUjv9SMtxhhYyrWvuCkDMzc%2F8QJVVh8RHh03S2rLQPpHMYLUTCkq%2FSyBjqyAQG9SZ0YdohqvuHhNu9MeuazbhJyIZQDYBvGCMK6xPMmFVWRQpEbwRvrKsifYIFxcBnijFi%2B8AToSXZfTFzOzkHW%2FArQorcheI1EHRnuI9%2Fn%2BF09ZQtrR6%2F5%2BQ8tne6tOZFhcHeVydddEzbxjuKNNLiI8%2Bo1%2BeCSa1cQK3z03l2FVmEexCVcivuc5gWJKVQCWJ38essmWAU4PnxLfrAS9Har8KjqHKJc8jAQOC0hSNbpJ8Q%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240603T014651Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY5PPOBB7K%2F20240603%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=01f111e37e4a089711e98fe781193d2eb85059c73a151aae0603d6e01c44d91a&hash=018f74aeb6b71fc5ba0666cc7dec01194f8d12af2684c32d35c748c8385a9deb&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0085562618301390&tid=spdf-9512345c-b51b-434f-bbce-78442cf9b6be&sid=66cc417b816af843179873021c7d3401abc7gxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=05125e5906045f5c5e&rr=88dc03056881a7fc&cc=au,2019,NA,AMG,Some notes in paper that another collection may contain a snother specimen but I couldn’t be sure. Page 95,Augochlorella kelliae,TRUE,NA
27,"Lasioglossum ochreohirtum (Blüthgen, 1934)",NA,BeeBDC_TempCode_327,Lasioglossum ochreohirtum,Halictidae,Halictinae,Lasioglossum,NA,ochreohirtum,NA,"(Blüthgen, 1934)",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://zin.ru/journals/zsr/content/2006/zr_2006_15_1_Pesenko.pdf,2006,NA,AMG,I believe all the specimens combined with the addition of a new male = 27.,Lasioglossum ochreohirtum,TRUE,NA
2,"Maynenomia poonaensis Pauly, 2009",NA,BeeBDC_TempCode_1,Maynenomia poonaensis,Halictidae,NA,Maynenomia,NA,poonaensis,NA,"Pauly, 2009",http://zoologie.umons.ac.be/hymenoptera/biblio/01000/Pauly%202009%20Oriental%20Nomiinae%20light.pdf,2009,NA,MCO,NA,"Maynenomia poonaensis Pauly, 2009",TRUE,NA
4,"Lasioglossum circularum Fan and Ebmer, 1992",NA,BeeBDC_TempCode_2,Lasioglossum circularum,Halictidae,Halictinae,Lasioglossum,NA,circularum,NA,"Fan and Ebmer, 1992",https://doi.org/10.11646/zootaxa.4044.4.3,2015,NA,MCO,NA,"Lasioglossum circularum Fan and Ebmer, 1992",TRUE,NA
3,"Lasioglossum phoebos Ebmer, 1978",NA,BeeBDC_TempCode_3,Lasioglossum phoebos,Halictidae,Halictinae,Lasioglossum,NA,phoebos,NA,"Ebmer, 1978",https://www.zobodat.at/pdf/LBB_0030_1_0365-0430.pdf,1998,NA,MCO,NA,"Lasioglossum phoebos Ebmer, 1978",TRUE,NA
4,"Nomada ressli Schwarz and Smit, 2018",NA,BeeBDC_TempCode_4,Nomada ressli,Apidae,Nomadinae,Nomada,NA,ressli,NA,"Schwarz and Smit, 2018",https://www.zobodat.at/pdf/ENT_0039_0881-0908.pdf,2018,NA,MCO,NA,"Nomada ressli Schwarz and Smit, 2018",TRUE,NA
2,"Colletes himalayensis Kuhlmann, 2002",NA,BeeBDC_TempCode_5,Colletes himalayensis,Colletidae,Colletinae,Colletes,NA,himalayensis,NA,"Kuhlmann, 2002",https://doi.org/10.11646/zootaxa.5022.1.1,2021,NA,MCO,NA,"Colletes himalayensis Kuhlmann, 2002",TRUE,NA
2,"Tapinotaspis latitarsis (Friese, 1899)",NA,BeeBDC_TempCode_6,Tapinotaspis latitarsis,Apidae,Apinae,Tapinotaspis,NA,latitarsis,NA,"(Friese, 1899)",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Tapinotaspis latitarsis (Friese, 1899)",TRUE,NA
8,"Samba turkana Packer, 2015",NA,BeeBDC_TempCode_7,Samba turkana,Melittidae,Dasypodainae,Samba,NA,turkana,NA,"Packer, 2015",https://zenodo.org/records/6120466,2015,NA,MCO,NA,"Samba turkana Packer, 2015",TRUE,NA
10,"Hylaeus birmanicus Dathe, 2011",NA,BeeBDC_TempCode_8,Hylaeus birmanicus,Colletidae,Hylaeinae,Hylaeus,NA,birmanicus,NA,"Dathe, 2011",https://zenodo.org/records/10084472,2011,NA,MCO,NA,"Hylaeus birmanicus Dathe, 2011",TRUE,NA
2,"Protandrena adjuncta (Timberlake, 1975)",NA,BeeBDC_TempCode_9,Protandrena adjuncta,Andrenidae,Panurginae,Protandrena,NA,adjuncta,NA,"(Timberlake, 1975)",https://www.researchgate.net/publication/327120700_Situacion_actual_del_conocimiento_de_la_fauna_abejas_Apoidea_Anthophila_del_estado_de_Chiapas_Mexico,2018,NA,MCO,NA,"Protandrena adjuncta (Timberlake, 1975)",TRUE,NA
2,"Sphecodes manskii (Rayment, 1935)",NA,BeeBDC_TempCode_10,Sphecodes manskii,Halictidae,Halictinae,Sphecodes,NA,manskii,NA,"(Rayment, 1935)",https://zookeys.pensoft.net/articles.php?id=2710,2011,NA,MCO,NA,"Sphecodes manskii (Rayment, 1935)",TRUE,NA
1,"Ceratina wagneri Friese, 1910",NA,BeeBDC_TempCode_11,Ceratina wagneri,Apidae,Xylocopinae,Ceratina,NA,wagneri,NA,"Friese, 1910",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Ceratina wagneri Friese, 1910",TRUE,NA
4,"Austronomia tapiniensis Pauly, 2009",NA,BeeBDC_TempCode_12,Austronomia tapiniensis,Halictidae,NA,Austronomia,NA,tapiniensis,NA,"Pauly, 2009",http://zoologie.umons.ac.be/hymenoptera/biblio/01000/Pauly%202009%20Oriental%20Nomiinae%20light.pdf,2009,NA,MCO,NA,"Austronomia tapiniensis Pauly, 2009",TRUE,NA
1,"Melitta fulvescenta Wu, 2000",NA,BeeBDC_TempCode_13,Melitta fulvescenta,Melittidae,Melittinae,Melitta,NA,fulvescenta,NA,"Wu, 2000",wu 2000,2000,NA,MCO,NA,"Melitta fulvescenta Wu, 2000",TRUE,NA
2,"Halictus argilos Ebmer, 2005",NA,BeeBDC_TempCode_14,Halictus argilos,Halictidae,Halictinae,Halictus,NA,argilos,NA,"Ebmer, 2005",https://www.researchgate.net/publication/31900403_Contributions_to_the_Halictid_Fauna_of_the_Eastern_Palaearctic_Region_Genus_Seladonia_Robertson_Hymenoptera_Halictidae_Halictinae,2006,NA,MCO,NA,"Halictus argilos Ebmer, 2005",TRUE,NA
3,"Anthrenoides lavrensis Urban, 2007",NA,BeeBDC_TempCode_15,Anthrenoides lavrensis,Andrenidae,Panurginae,Anthrenoides,NA,lavrensis,NA,"Urban, 2007",https://www.scielo.br/j/rbent/a/bR4tZy5KTXk3yhpF9D7yHSB/?lang=pt,2007,NA,MCO,NA,"Anthrenoides lavrensis Urban, 2007",TRUE,NA
1,"Palaeorhiza purpureoventris Hirashima, 1975",NA,BeeBDC_TempCode_16,Palaeorhiza purpureoventris,Colletidae,Hylaeinae,Palaeorhiza,NA,purpureoventris,NA,"Hirashima, 1975",https://catalog.lib.kyushu-u.ac.jp/opac_detail_md/?lang=1&amode=MD100000&bibid=2376,1978,NA,MCO,NA,"Palaeorhiza purpureoventris Hirashima, 1975",TRUE,NA
2,"Halictus kuschkensis Ebmer, 1975",NA,BeeBDC_TempCode_17,Halictus kuschkensis,Halictidae,Halictinae,Halictus,NA,kuschkensis,NA,"Ebmer, 1975",http://www.atlashymenoptera.net/pagetaxon.aspx?tx_id=1217,NA,NA,MCO,NA,"Halictus kuschkensis Ebmer, 1975",TRUE,NA
100,"Lipotriches generanii Pauly, 2014",NA,BeeBDC_TempCode_19,Lipotriches generanii,Halictidae,Nomiinae,Lipotriches,NA,generanii,NA,"Pauly, 2014",https://www.researchgate.net/publication/283854274_Les_Abeilles_des_Graminees_ou_Lipotriches_Gerstaecker_1858_sensu_stricto_Hymenoptera_Apoidea_Halictidae_Nomiinae_de_l'Afrique_subsaharienne,2014,NA,MCO,NA,"Lipotriches generanii Pauly, 2014",TRUE,NA
2,"Heriades filicornis Friese, 1915",NA,BeeBDC_TempCode_20,Heriades filicornis,Megachilidae,Megachilinae,Heriades,NA,filicornis,NA,"Friese, 1915",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Heriades filicornis Friese, 1915",TRUE,NA
1,"Andrena popovi Osytshnjuk, 1985",NA,BeeBDC_TempCode_21,Andrena popovi,Andrenidae,Andreninae,Andrena,NA,popovi,NA,"Osytshnjuk, 1985",NA,NA,NA,MCO,NA,"Andrena popovi Osytshnjuk, 1985",TRUE,NA
1,"Lasioglossum lieftincki (Michener, 1980)",NA,BeeBDC_TempCode_22,Lasioglossum lieftincki,Halictidae,Halictinae,Lasioglossum,NA,lieftincki,NA,"(Michener, 1980)",https://digitallibrary.amnh.org/items/ee2faeaa-0463-45d9-896c-4415cd975d11,1980,NA,MCO,NA,"Lasioglossum lieftincki (Michener, 1980)",TRUE,NA
2,"Hylaeus guptai Saini and Chandra, 2021",NA,BeeBDC_TempCode_23,Hylaeus guptai,Colletidae,Hylaeinae,Hylaeus,NA,guptai,NA,"Saini and Chandra, 2021",https://www.tandfonline.com/doi/full/10.1080/00305316.2021.1930229,2022,NA,MCO,NA,"Hylaeus guptai Saini and Chandra, 2021",TRUE,NA
1,"Colletes diodontus Benoist, 1958",NA,BeeBDC_TempCode_24,Colletes diodontus,Colletidae,Colletinae,Colletes,NA,diodontus,NA,"Benoist, 1958",https://www.researchgate.net/publication/316082222_The_bees_of_the_genus_Colletes_Latreille_Hymenoptera_Colletidae_of_the_Palaearctic_Region_taxonomic_diversity_and_distribution_patterns,2017,NA,MCO,NA,"Colletes diodontus Benoist, 1958",TRUE,NA
4,"Megachile nigrofulva Hedicke, 1940",NA,BeeBDC_TempCode_25,Megachile nigrofulva,Megachilidae,Megachilinae,Megachile,NA,nigrofulva,NA,"Hedicke, 1940",https://treatment.plazi.org/id/481E7707FFF94E36FF5AFD32FD20FEDC/8,2018,NA,MCO,NA,"Megachile nigrofulva Hedicke, 1940",TRUE,NA
1,"Megachile corduvensis Schrottky, 1909",NA,BeeBDC_TempCode_26,Megachile corduvensis,Megachilidae,Megachilinae,Megachile,NA,corduvensis,NA,"Schrottky, 1909",http://www.faunaparaguay.com/schrottky.pdf,2009,NA,MCO,NA,"Megachile corduvensis Schrottky, 1909",TRUE,NA
6,"Colletes montefragus Raw, 1984",NA,BeeBDC_TempCode_27,Colletes montefragus,Colletidae,Colletinae,Colletes,NA,montefragus,NA,"Raw, 1984",https://www.scielo.br/j/rbzool/a/W9NnsQZfvs5zSw3rzrcRB8S/?format=pdf&lang=pt,2002,NA,MCO,NA,"Colletes montefragus Raw, 1984",TRUE,NA
5,"Chilicola venticola Packer, 2004",NA,BeeBDC_TempCode_28,Chilicola venticola,Colletidae,Xeromelissinae,Chilicola,NA,venticola,NA,"Packer, 2004",https://treatment.plazi.org/id/03AB87B4-FFAD-FFC8-3F56-FB32FDD8FA79,2004,NA,MCO,NA,"Chilicola venticola Packer, 2004",TRUE,NA
1,"Anthidium flavotarsum Wu, 1982",NA,BeeBDC_TempCode_29,Anthidium flavotarsum,Megachilidae,Megachilinae,Anthidium,NA,flavotarsum,NA,"Wu, 1982",wu 1982,1982,NA,MCO,NA,"Anthidium flavotarsum Wu, 1982",TRUE,NA
1,"Lasioglossum ocellare (Michener, 1980)",NA,BeeBDC_TempCode_30,Lasioglossum ocellare,Halictidae,Halictinae,Lasioglossum,NA,ocellare,NA,"(Michener, 1980)",https://digitallibrary.amnh.org/items/ee2faeaa-0463-45d9-896c-4415cd975d11,1980,NA,MCO,NA,"Lasioglossum ocellare (Michener, 1980)",TRUE,NA
2,"Psaenythia tucumana Holmberg, 1921",NA,BeeBDC_TempCode_31,Psaenythia tucumana,Andrenidae,Panurginae,Psaenythia,NA,tucumana,NA,"Holmberg, 1921",https://moure.cria.org.br/catalogue?id=83907,2002,NA,MCO,NA,"Psaenythia tucumana Holmberg, 1921",TRUE,NA
1,"Megachile albispinis Vachal, 1908",NA,BeeBDC_TempCode_32,Megachile albispinis,Megachilidae,Megachilinae,Megachile,NA,albispinis,NA,"Vachal, 1908",https://www.researchgate.net/publication/268383578_Joseph_Vachal_1838-1911_French_entomologist_and_politician,2012,NA,MCO,NA,"Megachile albispinis Vachal, 1908",TRUE,NA
19,"Sphegocephala castaneiceps (Benoist, 1964)",NA,BeeBDC_TempCode_33,Sphegocephala castaneiceps,Halictidae,Nomiinae,Sphegocephala,NA,castaneiceps,NA,"(Benoist, 1964)",http://www.atlashymenoptera.net/biblio/01000/Pauly_2001_Nomiinae_Madagascar.pdf,2001,NA,MCO,NA,"Sphegocephala castaneiceps (Benoist, 1964)",TRUE,NA
21,"Paratetrapedia savanicola (Aguiar, 2009)",NA,BeeBDC_TempCode_34,Paratetrapedia savanicola,Apidae,Apinae,Paratetrapedia,NA,savanicola,NA,"(Aguiar, 2009)",https://zenodo.org/records/6215291,2009,NA,MCO,NA,"Paratetrapedia savanicola (Aguiar, 2009)",TRUE,NA
1,"Eucera mavromoustakisi (Tkalců, 1984)",NA,BeeBDC_TempCode_35,Eucera mavromoustakisi,Apidae,Apinae,Eucera,NA,mavromoustakisi,NA,"(Tkalců, 1984)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154044/,2020,NA,MCO,NA,"Eucera mavromoustakisi (Tkalců, 1984)",TRUE,NA
1,"Perdita stabilis Timberlake, 1968",NA,BeeBDC_TempCode_36,Perdita stabilis,Andrenidae,Panurginae,Perdita,NA,stabilis,NA,"Timberlake, 1968",https://www.zportman.com/uploads/8/3/5/4/83540892/timberlake-1968.pdf,1968,NA,MCO,NA,"Perdita stabilis Timberlake, 1968",TRUE,NA
4,"Lasioglossum meruraptor Pauly, 2019",NA,BeeBDC_TempCode_37,Lasioglossum meruraptor,Halictidae,Halictinae,Lasioglossum,NA,meruraptor,NA,"Pauly, 2019",https://www.researchgate.net/publication/333310970_Collecting_bees_on_Mount_Meru_in_Tanzania_and_the_discovery_of_a_new_cleptoparasitic_species_of_Lasioglossum_Hymenoptera_Apoidea_Halictidae,2019,NA,MCO,NA,"Lasioglossum meruraptor Pauly, 2019",TRUE,NA
2,"Augochlora fulgidana Friese, 1925",NA,BeeBDC_TempCode_38,Augochlora fulgidana,Halictidae,Halictinae,Augochlora,NA,fulgidana,NA,"Friese, 1925",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Augochlora fulgidana Friese, 1925",TRUE,NA
2,"Andrena kamtschatkaensis Friese, 1914",NA,BeeBDC_TempCode_39,Andrena kamtschatkaensis,Andrenidae,Andreninae,Andrena,NA,kamtschatkaensis,NA,"Friese, 1914",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Andrena kamtschatkaensis Friese, 1914",TRUE,NA
1,"Augochlora rohdei (Vachal, 1911)",NA,BeeBDC_TempCode_40,Augochlora rohdei,Halictidae,Halictinae,Augochlora,NA,rohdei,NA,"(Vachal, 1911)",https://www.researchgate.net/publication/268383578_Joseph_Vachal_1838-1911_French_entomologist_and_politician,2012,NA,MCO,NA,"Augochlora rohdei (Vachal, 1911)",TRUE,NA
3,"Rophites leclercqi Schwammberger, 1971",NA,BeeBDC_TempCode_41,Rophites leclercqi,Halictidae,Rophitinae,Rophites,NA,leclercqi,NA,"Schwammberger, 1971",http://www.atlashymenoptera.net/pagetaxon.aspx?TX_ID=3745,2011,NA,MCO,NA,"Rophites leclercqi Schwammberger, 1971",TRUE,NA
8,"Meroglossa ocellata Michener, 1965",NA,BeeBDC_TempCode_42,Meroglossa ocellata,Colletidae,Hylaeinae,Meroglossa,NA,ocellata,NA,"Michener, 1965",book,NA,"you do this one!!!! You published on it, nerd",MCO,NA,"Meroglossa ocellata Michener, 1965",TRUE,NA
1,"Exoneura abstrusa Cockerell, 1922",NA,BeeBDC_TempCode_43,Exoneura abstrusa,Apidae,Xylocopinae,Exoneura,NA,abstrusa,NA,"Cockerell, 1922",https://www.biodiversitylibrary.org/partpdf/5029,1922,NA,MCO,NA,"Exoneura abstrusa Cockerell, 1922",TRUE,NA
4,"Oxaea alvarengai Moure and Urban, 1963",NA,BeeBDC_TempCode_44,Oxaea alvarengai,Andrenidae,Oxaeinae,Oxaea,NA,alvarengai,NA,"Moure and Urban, 1963",https://www.scielo.br/j/rbzool/a/hNYZQSv3D8zmb538hb3w68P/?format=pdf&lang=pt,1963,NA,MCO,NA,"Oxaea alvarengai Moure and Urban, 1963",TRUE,NA
1,"Hylaeus leleji Proshchalykin and Dathe, 2016",NA,BeeBDC_TempCode_45,Hylaeus leleji,Colletidae,Hylaeinae,Hylaeus,NA,leleji,NA,"Proshchalykin and Dathe, 2016",https://www.researchgate.net/publication/307875597_A_new_species_of_the_genus_Hylaeus_Fabricius_1793_Hymenoptera_Colletidae_from_Siberia,2016,NA,MCO,NA,"Hylaeus leleji Proshchalykin and Dathe, 2016",TRUE,NA
2,"Anthidium caspicum Morawitz, 1880",NA,BeeBDC_TempCode_46,Anthidium caspicum,Megachilidae,Megachilinae,Anthidium,NA,caspicum,NA,"Morawitz, 1880",https://www.zobodat.at/pdf/LBB_0054_1_0195-0201.pdf,2022,NA,MCO,NA,"Anthidium caspicum Morawitz, 1880",TRUE,NA
1,"Scrapter punctulatus Kuhlmann, 2020",NA,BeeBDC_TempCode_47,Scrapter punctulatus,Colletidae,Scraptrinae,Scrapter,NA,punctulatus,NA,"Kuhlmann, 2020",https://europeanjournaloftaxonomy.eu/index.php/ejt/article/view/937/2241,2020,NA,MCO,NA,"Scrapter punctulatus Kuhlmann, 2020",TRUE,NA
1,"Colletes grisellus Michener, 1989",NA,BeeBDC_TempCode_48,Colletes grisellus,Colletidae,Colletinae,Colletes,NA,grisellus,NA,"Michener, 1989",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1174&context=bee_lab_mi,1989,NA,MCO,NA,"Colletes grisellus Michener, 1989",TRUE,NA
2,"Palaeorhiza aenea Hirashima and Lieftinck, 1983",NA,BeeBDC_TempCode_49,Palaeorhiza aenea,Colletidae,Hylaeinae,Palaeorhiza,NA,aenea,NA,"Hirashima and Lieftinck, 1983",https://archive.org/details/esakia-20-093-129,1983,NA,MCO,NA,"Palaeorhiza aenea Hirashima and Lieftinck, 1983",TRUE,NA
1,"Colletes brunneitarsis Noskiewicz, 1958",NA,BeeBDC_TempCode_50,Colletes brunneitarsis,Colletidae,Colletinae,Colletes,NA,brunneitarsis,NA,"Noskiewicz, 1958",https://www.researchgate.net/publication/267758154_The_genus_Colletes_Hymenoptera_Apoidea_Colletidae_in_Central_Asia,2013,NA,MCO,NA,"Colletes brunneitarsis Noskiewicz, 1958",TRUE,NA
1,"Lasioglossum chloronotulum (Cockerell, 1940)",NA,BeeBDC_TempCode_51,Lasioglossum chloronotulum,Halictidae,Halictinae,Lasioglossum,NA,chloronotulum,NA,"(Cockerell, 1940)",NA,NA,NA,MCO,NA,"Lasioglossum chloronotulum (Cockerell, 1940)",TRUE,NA
1,"Nomada cordilabris Schwarz, 1990",NA,BeeBDC_TempCode_52,Nomada cordilabris,Apidae,Nomadinae,Nomada,NA,cordilabris,NA,"Schwarz, 1990",https://www.zobodat.at/pdf/ENTS_S5_0001-0056.pdf,1990,NA,MCO,NA,"Nomada cordilabris Schwarz, 1990",TRUE,NA
2,"Augochloropsis holmbergi (Schrottky, 1910)",NA,BeeBDC_TempCode_53,Augochloropsis holmbergi,Halictidae,Halictinae,Augochloropsis,NA,holmbergi,NA,"(Schrottky, 1910)",https://www.researchgate.net/publication/231181706_Curt_Schrottky_1874-1937_South_American_entomology_at_the_beginning_of_the_20th_century_Hymenoptera_Lepidoptera_Diptera,2009,NA,MCO,NA,"Augochloropsis holmbergi (Schrottky, 1910)",TRUE,NA
1,"Anthidium masunariae Urban, 2001",NA,BeeBDC_TempCode_54,Anthidium masunariae,Megachilidae,Megachilinae,Anthidium,NA,masunariae,NA,"Urban, 2001",https://www.researchgate.net/publication/262751861_New_species_of_Anthidium_Fabricius_from_Chile_Argentina_and_Peru_Megachilidac_Hymenoptera,2001,NA,MCO,NA,"Anthidium masunariae Urban, 2001",TRUE,NA
5,"Centris thelyopsis Vivallo and Melo, 2009",NA,BeeBDC_TempCode_55,Centris thelyopsis,Apidae,Apinae,Centris,NA,thelyopsis,NA,"Vivallo and Melo, 2009",https://zenodo.org/records/6213803,2009,NA,MCO,NA,"Centris thelyopsis Vivallo and Melo, 2009",TRUE,NA
1,"Megachile compta Vachal, 1908",NA,BeeBDC_TempCode_56,Megachile compta,Megachilidae,Megachilinae,Megachile,NA,compta,NA,"Vachal, 1908",https://www.researchgate.net/publication/268383578_Joseph_Vachal_1838-1911_French_entomologist_and_politician,2012,NA,MCO,NA,"Megachile compta Vachal, 1908",TRUE,NA
20,"Dufourea muoti Vachal, 1900",NA,BeeBDC_TempCode_57,Dufourea muoti,Halictidae,Rophitinae,Dufourea,NA,muoti,NA,"Vachal, 1900",https://www.researchgate.net/publication/268383578_Joseph_Vachal_1838-1911_French_entomologist_and_politician,2012,NA,MCO,NA,"Dufourea muoti Vachal, 1900",TRUE,NA
1,"Coelioxys surinamensis Friese, 1922",NA,BeeBDC_TempCode_58,Coelioxys surinamensis,Megachilidae,Megachilinae,Coelioxys,NA,surinamensis,NA,"Friese, 1922",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Coelioxys surinamensis Friese, 1922",TRUE,NA
1,"Lasioglossum chalybaeum (Friese, 1917)",NA,BeeBDC_TempCode_60,Lasioglossum chalybaeum,Halictidae,Halictinae,Lasioglossum,NA,chalybaeum,NA,"(Friese, 1917)",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Lasioglossum chalybaeum (Friese, 1917)",TRUE,NA
1,"Augochlora_sensu_lato euryale (Schrottky, 1906)",NA,BeeBDC_TempCode_61,Augochlora_sensu_lato euryale,Halictidae,Halictinae,Augochlora,NA,euryale,NA,"(Schrottky, 1906)",https://treatment.plazi.org/GgServer/html/507B87CDAD34B505FF722E50C8CEF92D,1906,NA,MCO,NA,"Augochlora_sensu_lato euryale (Schrottky, 1906)",TRUE,NA
2,"Hylaeus kaszabi Dathe, 1986",NA,BeeBDC_TempCode_62,Hylaeus kaszabi,Colletidae,Hylaeinae,Hylaeus,NA,kaszabi,NA,"Dathe, 1986",https://treatment.plazi.org/id/A66987C5-FFA9-FFDB-F395-94A2FD8FCA84,1986,NA,MCO,NA,"Hylaeus kaszabi Dathe, 1986",TRUE,NA
5,"Halictus ferreotus Fan, 1991",NA,BeeBDC_TempCode_63,Halictus ferreotus,Halictidae,Halictinae,Halictus,NA,ferreotus,NA,"Fan, 1991",https://www.researchgate.net/publication/231181498_A_TAXONOMIC_STUDY_OF_THE_SUBGENUS_VESTITOHALICTUS_OF_THE_GENUS_HALICTUS_HYMENOPTERA_HALICTIDAE_HALICTINAE_FROM_CHINA,2007,NA,MCO,NA,"Halictus ferreotus Fan, 1991",TRUE,NA
1,"Coelioxys huarpum Holmberg, 1916",NA,BeeBDC_TempCode_64,Coelioxys huarpum,Megachilidae,Megachilinae,Coelioxys,NA,huarpum,NA,"Holmberg, 1916",https://www.biodiversitylibrary.org/partpdf/97747,1916,NA,MCO,NA,"Coelioxys huarpum Holmberg, 1916",TRUE,NA
3,"Nomada ochrohirta Swenk, 1913",NA,BeeBDC_TempCode_65,Nomada ochrohirta,Apidae,Nomadinae,Nomada,NA,ochrohirta,NA,"Swenk, 1913",https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1037&context=museumbulletin,1952,NA,MCO,NA,"Nomada ochrohirta Swenk, 1913",TRUE,NA
2,"Hylaeus lionotus (Alfken, 1909)",NA,BeeBDC_TempCode_66,Hylaeus lionotus,Colletidae,Hylaeinae,Hylaeus,NA,lionotus,NA,"(Alfken, 1909)",https://www.researchgate.net/publication/357632376_A_Checklist_of_the_bees_of_the_genus_Hylaeus_Fabricius_1793_Hymenoptera_Apoidea_Colletidae_of_Iran,2022,NA,MCO,NA,"Hylaeus lionotus (Alfken, 1909)",TRUE,NA
3,"Ruizantheda aerugineus Coelho, Felizardo and Engel, 2014",NA,BeeBDC_TempCode_67,Ruizantheda aerugineus,Halictidae,Halictinae,Ruizantheda,NA,aerugineus,NA,"Coelho, Felizardo and Engel, 2014",https://www.researchgate.net/publication/270221714_Three_new_species_of_the_bee_genus_Ruizantheda_sensu_lato_Hymenoptera_Halictidae_Caenohalictina,2014,NA,MCO,NA,"Ruizantheda aerugineus Coelho, Felizardo and Engel, 2014",TRUE,NA
