Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Chile,CHL,GDP per capita (current LCU),NY.GDP.PCAP.CN,0.555281252,0.609933079,0.70207586,1.047723396,1.559130683,2.143995244,3.010735294,3.835113896,5.210229108,7.460725895,10.50124734,13.29939632,24.30170618,116.9474949,917.5750422,3517.550463,12490.86171,27417.00413,45452.75232,71847.48153,98731.35717,115649.5962,109197.6514,133915.9427,159076.803,231023.4187,291234.1257,384106.1879,493878.6641,607678.8159,756690.7202,974245.7049,1209213.957,1423355.59,1685620.27,2021363.923,2216407.206,2427326.865,2516654.53,2534313.807,2749842.537,2925091.417,3085867.924,3335454.022,3770251.676,4232866.981,4994163.208,5465688.916,5633786.597,5711158.105,6514750.146,7075365.069,7494816.651,7841792.127,8364922.634,8876429.892,9332327.866,9762046.897,10129421.38,10269801.02,10427692.25,12289525.48,13458796.9,14359460.42
China,CHN,GDP per capita (current LCU),NY.GDP.PCAP.CN,220.3816691,186.6188118,174.5647896,182.9453274,210.4803431,242.4547495,256.826217,237.7841097,225.1875379,246.4997959,278.5846526,292.1038396,296.0917833,312.5155906,314.0667518,331.6801161,321.1183161,344.478539,384.7351158,423.1612501,467.5313332,496.6201157,532.7374891,588.3773344,701.9991133,865.7090146,972.6520171,1123.081328,1377.993199,1535.756647,1662.53684,1912.235915,2334.35461,3027.157119,4080.887903,5091.060031,5898.207843,6480.502774,6859.900646,7229.332283,7942.069169,8716.682238,9506.20312,10666.1002,12486.94411,14368.03172,16737.99597,20494.37726,24100.20819,26179.53996,30807.93268,36277.13632,39771.37281,43496.61318,46911.71873,49922.32676,53782.99739,59592.25109,65533.7427,70077.69179,71828.14841,81369.97498,85309.8235,89357.98286
Cote d'Ivoire,CIV,GDP per capita (current LCU),NY.GDP.PCAP.CN,36111.8034,39401.70175,39542.8427,44862.5324,52225.48813,50168.15377,53862.0077,54852.18553,62810.56421,67343.47652,73451.46863,76273.85176,77943.35145,89350.59526,112842.9808,121754.0534,155963.6586,207554.0382,231507.941,243222.9163,258905.2447,265773.6773,277890.7994,280735.3941,310713.4431,314610.2376,307637.8627,284307.175,276594.2841,271544.1377,246783.9384,239306.2206,229944.528,234878.3978,334417.5381,383972.7636,624156.0899,686892.4489,729847.8748,710811.7226,700817.1475,713926.6124,708246.8596,680256.7258,668540.6071,668082.3811,681015.7423,694608.8226,750768.5968,770719.0651,818477.7627,801925.9734,842061.3935,939917.768,1048750.162,1147885.931,1184734.403,1227126.021,1275049.749,1353052.261,1353059.605,1469047.718,1554344.263,1655209.503
Cameroon,CMR,GDP per capita (current LCU),NY.GDP.PCAP.CN,29427.87314,30786.418,32071.16179,32427.45198,34250.04455,35060.98245,35868.79281,38543.37051,42270.58111,45512.16002,49312.02412,51393.06054,55452.33026,60554.20856,72178.15976,82772.13038,91142.07497,106966.6172,131307.0479,152740.8058,165518.5469,203464.74,240135.2285,283312.7163,336012.6772,391551.1453,406040.2952,375880.3579,338720.495,316803.1093,293319.9891,283603.3064,263451.5856,366955.0481,384678.4225,410481.3032,418032.5091,451717.5717,465633.7695,484282.6739,497261.5156,517793.6099,541284.0034,566281.0305,590608.5035,595463.4392,615400.9848,627490.2232,658300.1097,679978.5657,684703.16,705895.8449,731996.8386,770058.1902,805670.7406,827504.432,845094.4115,859291.9882,885415.0421,901534.1935,885902.0017,917336.2715,975241.3939,1015184.788
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,3.74E-11,3.45E-11,4.93E-11,9.50E-11,9.34E-11,1.28E-10,1.39E-10,2.12E-10,3.43E-10,4.29E-10,4.04E-10,4.51E-10,4.85E-10,6.01E-10,7.14E-10,7.42E-10,1.08E-09,1.45E-09,1.71E-09,3.35E-09,5.03E-09,6.67E-09,9.27E-09,1.63E-08,3.17E-08,3.88E-08,5.07E-08,8.77E-08,1.64E-07,3.29E-07,6.22E-07,1.34E-05,0.000461752,0.00680127,1.674270696,9.158243175,65.65015082,178.4829896,217.666104,1097.329759,27091.21703,44534.13705,58571.11976,68099.29392,75044.2191,100265.9635,115918.6468,143455.9866,177793.0536,234963.955,294265.8086,346073.5207,379653.0365,409082.0965,436953.1339,446384.5408,460726.2957,660582.9502,886242.7696,948916.685,971222.1305,1148295.106,1333839.241,1586637.735
"Congo, Rep.",COG,GDP per capita (current LCU),NY.GDP.PCAP.CN,30596.02309,34335.37272,36679.17792,36933.31586,38747.51909,40251.38892,43635.21603,45685.2396,47259.76917,50822.46133,54402.71899,61590.44244,69684.11216,78847.6237,89161.41443,101173.2777,108261.1092,110187.6061,113495.4244,142600.0633,197019.9906,289595.5179,371410.0084,409457.4842,478833.6541,470678.3577,301390.019,315517.6574,292455.2752,328694.1904,319438.593,313412.9063,307978.1575,293003.383,368032.6088,385149.8865,461443.6935,471541.7575,391567.9264,480432.1602,731486.2972,629451.8824,631882.3664,593286.3855,693139.058,954648.1618,1105906.581,1062524.881,1270499.428,1074126.603,1465957.875,1609343.452,1916557.489,1837134.248,1789291.171,1451626.238,1248927.367,1293547.976,1508181.783,1470015.838,1157666.599,1408768.557,1652483.308,1521776.38
Colombia,COL,GDP per capita (current LCU),NY.GDP.PCAP.CN,1704.948492,1879.880221,2048.9259,2528.941449,3030.498619,3309.72946,3895.774516,4368.49516,4886.249105,5478.940445,6350.939338,7282.550446,8658.942541,10857.14179,14079.21287,17309.54778,22258.60224,29292.71673,36374.23047,46475.70227,60326.94973,74022.7855,91124.98893,108911.6742,134427.1218,169332.2981,226566.5259,288350.6244,375322.3426,473848.4027,737090.3752,935621.6768,1170650.471,1510099.326,1913358.264,2347480.453,2749230.555,3263640.385,3702345.278,3928077.631,5317615.252,5669253.192,6064238.315,6633228.024,7389550.989,8004511.505,8921628.199,9894708.384,10876425.78,11318656.39,12139831.51,13662282.99,14558143.58,15443879.08,16343970.74,17077602.82,18136791.17,19037004.95,20045696.41,21122191.49,19604516.43,23150496.73,28333853.57,30193976.85
Comoros,COM,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,136561.6091,157858.6095,174226.9913,205033.4562,220705.347,235274.8569,250440.3369,255584.0831,260205.3569,259621.4346,271317.2001,270515.9888,267259.7629,276781.8216,280709.9802,308349.1814,307411.8732,315890.2488,317383.7456,335474.1159,348453.1204,379588.163,396429.996,417190.8161,431267.7879,436251.7568,452584.7669,463004.4789,486580.7743,497020.201,513619.9285,539638.3368,568230.6556,591194.0783,595726.0723,586601.7726,603242.6913,616041.9818,637932.1227,663939.6905,654517.804,656158.223,693718.3891,722144.7537
Cabo Verde,CPV,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,18014.31751,21115.17439,25122.13815,29992.89968,33402.09495,37132.18722,44382.83213,48887.09301,53924.82271,58230.14631,58952.72751,61274.27915,63604.04951,100683.8547,82895.26136,91007.5346,98476.28258,106080.5343,116374.5288,136371.5115,140836.6792,148898.0897,153747.558,165649.9276,168699.9069,174879.826,195204.4964,263474.5519,289279.9822,287512.503,291556.8137,307599.7847,309320.6678,312158.2065,310489.1022,314961.1059,330236.4907,345683.3229,360618.9001,384431.6396,302622.1972,325328.6627,407278.8316,440658.5162
Costa Rica,CRI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2124.709166,2098.145527,2202.155439,2271.515841,2326.878925,2451.121208,2591.774783,2716.138159,2918.97943,3131.450889,3515.929486,3745.50099,4201.279744,5065.378341,6420.889694,7957.288586,9538.722167,11830.67244,13206.96677,14721.41442,17150.08464,23012.90374,38225.60131,49308.83589,60459.49855,71413.47368,86584.40107,97289.84697,116524.1861,138327.5614,165549.7201,271975.1418,346760.6942,400077.4034,472070.2001,582128.943,663449.2088,784655.302,920980.3858,1043804.502,1162811.285,1296273.546,1446989.274,1643877.096,1916416.902,2219015.981,2652549.966,3128151.684,3600457.382,3862734.424,4284061.231,4620484.289,5014758.196,5314153.948,5780277.23,6163519.365,6482297.137,6877199.458,7144736.998,7440635.595,7123657.642,7824400.928,8649200.846,9028724.135
Caribbean small states,CSS,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,641.8533072,766.1069507,845.5179895,890.5010731,993.602536,1122.78096,1179.190483,1219.028754,1412.172957,1462.615478,1461.629555,1698.188456,1797.427609,1910.348045,2098.109053,2068.458615,1972.592131,1919.811163,1996.45632,2003.043415,2027.102378,1662.969315,1515.570941,1526.784371,1933.623729,2181.414211,2281.97555,2306.38394,2332.508217,2562.274105,2752.203783,2844.244437,3007.193074,3205.688398,3403.296163,3791.873006,4683.823196,5200.043266,5392.250454,5501.992567,5697.575209,6106.006792,6467.337914,6814.243844,7117.535735,7683.740254,8055.925868,8543.330067,8831.910409,9139.38051,9499.572504,48436.37897,56495.85349,
Curacao,CUW,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28355.85761,29731.62336,29935.40962,29885.36585,29841.69921,30487.88084,31146.29316,32230.23269,34767.77009,34977.04331,35526.54351,34773.12423,35459.58195,35301.11297,35125.22369,34657.64527,33909.93211,33899.45684,34223.23267,34405.02919,29277.40711,32184.35875,36682.13941,
Cayman Islands,CYM,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72653.47021,74966.93599,74753.21978,67831.66501,64060.73986,62862.76124,62888.195,63070.87969,63841.95127,64412.94707,65714.97019,67712.32271,71026.19519,74871.63476,70014.99709,74116.50069,80061.14942,
Cyprus,CYP,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,875.0883789,1146.184814,1452.208374,1732.025635,2136.981934,2551.909912,2891.833496,3343.578125,3677.852539,4271.52002,4676.794922,4993.729004,5492.964355,6093.566895,6792.882324,7530.070313,7679.311035,8674.825195,8936.694336,9758.862305,11797.07031,12065.96289,12483.43262,13342.05859,14171.90137,15266.03711,16273.94824,16736.94336,17882.72656,19034.09766,20069.74023,21305.94336,22827.54297,24165.7793,23112.23242,23462.80078,23338.25195,22565.52539,20929.95703,20507.58594,21168.94531,22328.18945,23632.33594,24911.95508,26280.17969,24760.55859,27686.41602,30433.77734,32093.26563
Czechia,CZE,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70761.80505,85383.34734,95350.90569,115334.4674,133290.4168,154572.1791,177335.1684,191284.8352,209495.4205,219079.5091,232693.7436,252444.5254,263901.5561,276971.9986,301968.8635,321763.931,344849.4736,374754.5837,389312.9087,378623.5381,381202.378,387032.1019,389020.6107,394017.8645,412885.7699,438588.2916,453977.1228,482398.6888,509012.0084,542688.2074,533670.4787,581462.9329,635932.0615,675430.4818
Germany,DEU,GDP per capita (current LCU),NY.GDP.PCAP.CN,2486.462486,2703.772815,2914.975099,3060.94296,3336.645434,3615.287832,3812.143502,3842.323013,4126.512373,4582.705223,5166.971494,5724.453213,6211.41275,6896.390848,7461.063601,7844.715837,8541.714772,9121.971017,9738.058007,10571.44696,11281.34355,11796.58398,12299.97429,12877.90232,13551.59281,14193.38759,14946.67096,15326.63241,16100.4984,17076.89508,18425.30245,19819.05743,21110.92697,21574.27878,22465.46062,23196.07259,23455.82572,23906.32626,24551.96671,25084.94402,25654.43758,26381.80909,26647.59492,26795.80881,27419.0808,27747.37526,28953.4202,30383.61774,31013.11645,29861.55201,31358.47726,33554.16469,34134.68333,34860.5482,36148.92106,37046.21801,38066.67476,39526.71789,40593.67054,41809.91887,40929.46549,43481.01602,46263.76159,48781.36142
Djibouti,DJI,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,151234.4367,,146717.017,145833.7246,139563.3177,139279.2109,130754.7401,136330.8873,135507.8522,140155.13,140491.313,136190.392,133779.3844,131520.4628,132438.8945,132022.8346,132896.0535,133127.5368,137089.3998,144646.7564,151576.4972,161338.3128,174172.0951,201115.4328,206911.9734,218209.5498,235076.232,252090.2822,373604.7216,397937.6748,428185.3206,452431.245,471979.5635,489770.3373,511133.356,519254.3246,544279.7119,582594.0872,640936.0172
Dominica,DMA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,1716.849519,2128.253843,2041.39112,2693.586615,3039.680195,3328.346006,3686.17273,4097.031959,4506.232457,5124.44412,5790.950698,6562.590693,7143.559214,7827.463623,8581.883398,9143.998148,9584.062224,10315.47155,10710.97238,11409.79672,11842.18526,12627.43335,13038.9531,13173.70439,13477.76327,13179.07474,13543.43824,14457.95783,14321.14046,15328.03817,16542.49364,17985.95563,19196.94128,19392.48055,19678.94446,19048.16514,19549.83362,20255.72646,20854.91451,22202.21192,20001.84651,21149.62653,23116.28493,18909.36871,20704.02696,22537.77307,24175.52026
Denmark,DNK,GDP per capita (current LCU),NY.GDP.PCAP.CN,9594.164576,10571.63807,11819.62244,12482.94719,14155.4727,15777.48499,17178.99725,18787.85504,20821.01543,23633.49871,25983.41367,28557.88187,32344.1196,37019.13016,41267.04434,45964.50121,53120.97987,58734.42046,65215.76224,72349.26647,78248.19955,86063.5016,98359.2566,108440.4236,119752.5277,129838.7511,139174.0096,145976.9808,151640.815,160101.0904,166420.4055,172778.2759,178485.4269,178942.5116,190789.8838,198052.4899,206727.7958,216864.9653,223593.2487,233289.6727,248503.1703,255939.8688,262330.5669,266530.2879,278655.6368,292647.6741,309394.1607,318385.9811,327920.3119,311807.511,326429.1779,331537.5177,338903.3091,343668.8163,351054.0918,358293.712,367982.6359,380393.3408,388929.5511,397452.2033,398002.2471,435499.8469,479692.7168,468275.0466
Dominican Republic,DOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,203.8797509,191.9074408,234.0419248,258.7602227,273.32472,229.5596054,246.7714549,251.8425784,255.0535031,282.6815997,331.8907091,362.2951315,420.6314721,483.346021,587.6572888,704.8336683,754.7774557,854.9928668,861.5138033,977.4143136,1174.693353,1284.789552,1374.468639,1499.964293,1845.560023,2446.602402,2712.819398,3347.458134,4806.77568,6073.466988,8459.134842,16975.14189,19531.52559,21582.81849,23921.66927,27208.34602,29361.09727,34400.02571,38474.29885,41672.15926,46049.94647,49292.54754,54283.65061,70473.25894,103502.3322,118218.4864,135865.6659,155114.2911,174488.2657,179936.7835,202869.4134,223169.6919,237867.0437,257926.2127,284539.2317,308063.3183,331252.6276,357149.3029,393463.8028,419250.5557,405163.0465,485049.0829,557544.1998,601785.5916
Algeria,DZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1180.120292,1036.373701,838.9398604,1114.903633,1179.354056,1250.602023,1189.844157,1290.380779,1441.764616,1557.948994,1740.480722,1767.674242,2099.655603,2333.542065,3644.49131,3907.517273,4473.635418,5075.598558,5929.849781,7051.082323,8671.57927,9890.779313,10379.94982,11299.62022,12508.4548,13161.40001,13088.57502,13724.18437,14416.52251,17007.16715,21780.64076,32314.34323,39187.5335,42625.79726,53387.9689,69899.51873,88667.67154,94320.70116,94587.51897,106708.9285,133990.7322,147034.044,154996.5887,177413.8619,203731.6858,238008.7624,267433.3365,290519.6934,336992.5222,310266.8349,368824.9979,435772.494,472666.2343,479756.1756,496741.01,477428.4064,490423.3533,512236.8806,541031.8223,540683.7613,481043.0974,569465.4501,713276.6744,714561.8452
East Asia & Pacific (excluding high income),EAP,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP per capita (current LCU),NY.GDP.PCAP.CN,373.2500507,338.1928299,310.2962385,362.2068003,432.7510493,447.0202541,441.8214329,451.0729624,443.0299178,518.7019857,463.5502814,433.4631198,487.3952152,578.8145216,954.4173935,1087.560335,1244.13086,1468.170086,1545.08268,1788.373479,2196.81459,2610.002488,2323.715528,1949.125573,1873.484134,1852.204232,1612.923937,1432.645526,1308.516289,1359.835302,1457.627808,1588.957297,1657.029791,1700.308879,2000.17757,2112.20702,2141.257476,2348.044076,2292.509,1581.967228,1388.40338,1800.398365,2069.849768,2328.003883,2600.369808,2925.113573,3261.514958,3497.705734,4217.444584,4076.234948,4546.578775,5183.6237,5666.217447,6141.983181,6436.761037,6002.108311,5941.234709,6256.683019,6316.468841,6203.727051,5450.433761,6036.447274,6476.644575,6533.351504
"Egypt, Arab Rep.",EGY,GDP per capita (current LCU),NY.GDP.PCAP.CN,54.18262051,56.40793939,57.30379987,62.24796498,68.1894296,73.51111439,77.35076676,78.21425633,76.46524224,79.26237107,92.04764788,94.94045852,99.00974293,107.6755507,117.1066755,136.8541606,169.0986291,202.3271304,234.9829361,295.8872322,356.6365456,364.8297502,487.2349583,561.730544,649.184658,745.4656055,857.5710093,974.6160954,1134.470773,1380.773532,1674.396916,1919.43387,2318.75295,2528.420291,2787.696357,3179.208822,3498.807561,3969.028265,4198.929869,4400.075774,4765.216014,4923.528083,5093.169173,5496.073487,6260.123925,6809.963818,7660.951608,9058.760377,10680.44985,12189.32199,13828.84391,15371.06693,18354.81257,19923.34588,22282.12382,25008.23776,27152.64156,35916.31843,44979.4254,52983.05638,57252.05721,60982.676,70659.4533,90096.75753
Euro area,EMU,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.222724,1234.771646,1603.525092,1714.845959,1947.198699,2156.896543,2362.924082,2383.430859,2841.270394,3456.199757,3996.199102,4551.61533,5533.951266,5961.192443,6465.629374,6925.049348,7059.867941,9256.722066,7763.951575,9898.271901,,,,,,,,,,,,
Spain,ESP,GDP per capita (current LCU),NY.GDP.PCAP.CN,147.2195858,167.1492272,193.2039048,226.3628501,250.7838979,287.74549,330.4185607,369.6176087,411.8700786,466.9566039,510.0101196,568.7041063,660.1127733,787.0931926,953.3988808,1107.393919,1318.611625,1655.995138,2007.447193,2327.704575,2675.276268,2980.460256,3406.955618,3860.467246,4338.227312,4803.04819,5482.415716,6114.617402,6793.156999,7600.222511,8456.86752,9250.033311,9913.82984,10203.69606,10800.64756,11594.68886,12263.84595,12963.10151,13822.58818,14750.41087,15969.56152,17159.99829,18091.33028,19016.61019,20023.27716,21243.75661,22609.99138,23781.0088,24144.54543,23064.17284,23030.92454,22757.84386,22044.82902,21893.52241,22215.75744,23212.31348,23974.23874,24949.80173,25724.71747,26424.46817,23624.92401,25778.11942,28179.65212,30220.96719
Estonia,EST,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.78337858,72.64855645,567.8686919,1015.004971,1424.504429,1991.904688,2599.594234,3267.515282,3679.550498,3889.167657,4417.831974,5033.494343,5671.207453,6379.440002,7175.853363,8372.807293,10074.86579,12233.5934,12428.53061,10589.50705,11071.25782,12563.48201,13545.57812,14348.12371,15251.07623,15684.39426,16528.40499,18091.62249,19616.20815,21064.93415,20631.46228,23418.90194,26697.85816,27582.18342
Ethiopia,ETH,GDP per capita (current LCU),NY.GDP.PCAP.CN,184.0534206,187.4206063,189.9941381,193.3689269,206.0474205,218.3801503,228.9876007,236.2390775,244.5930407,251.4482698,268.9458802,276.2837262,270.8672481,278.3220976,300.8968553,293.7572568,309.5279098,347.2118641,363.4357847,392.2204208,415.3915316,433.873957,439.4379438,475.4271337,438.169248,499.3054743,504.0430604,521.2201446,519.9757046,527.0866201,539.5249275,572.0275272,579.4928623,718.7607795,738.3304551,854.6125535,932.7410459,934.2727965,873.4645556,910.9640495,1001.909064,993.1888949,943.6341145,1011.299143,1159.688961,1384.920372,1664.573795,2113.620065,2966.039913,3895.601156,4324.137643,5609.781734,7912.296138,8929.564241,10635.07539,12666.51153,14892.66717,16939.1934,19797.82351,23578.137,28797.00287,36090.07974,49902.89182,68936.30501
European Union,EUU,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP per capita (current LCU),NY.GDP.PCAP.CN,641.4009062,721.932294,767.7660455,827.9259326,928.6401639,1023.588531,1093.271243,1192.738591,1361.288655,1554.700861,1741.7315,1911.654587,2216.090112,2682.098318,3362.391682,3870.305469,4380.124994,4790.732959,5282.954882,6113.553872,7041.898427,7930.68448,8867.535555,9834.039261,10950.87204,11881.38565,12747.26249,13729.5846,15510.6226,17301.48694,18241.30325,17332.17119,16815.1794,16916.78606,17834.72112,19293.8629,19920.29385,21558.47415,23377.13142,24570.05882,26359.44569,27877.36642,28551.71655,29109.64751,30365.87167,31392.29629,32831.02949,35371.88582,36561.34237,34042.21604,35079.36828,36746.10339,37133.00274,37566.10624,37882.73284,38577.2067,39582.53075,41084.27886,42328.15552,43439.89774,43048.40382,45237.90488,48178.88644,49715.59368
Fiji,FJI,GDP per capita (current LCU),NY.GDP.PCAP.CN,221.9783447,224.1070696,228.2000023,232.9032477,244.2807119,249.0352018,248.155934,264.4390173,288.1542515,308.152401,363.509554,393.866171,476.8961779,607.0950966,794.6374334,976.7214191,1062.89168,1101.47141,1144.373227,1355.152745,1526.105445,1598.474184,1644.688737,1646.787237,1794.779055,1809.581545,1968.200706,1941.233051,2077.004592,2270.311788,2537.062901,2601.83071,2927.080964,3196.282809,3380.235027,3497.524759,3750.229117,3750.565518,4035.275024,4632.011289,4291.004662,4471.544715,4717.310808,5081.171517,5414.944606,5760.506925,6030.803447,6108.024719,6261.522575,6228.296518,6655.594812,7451.369013,7803.561899,8446.772521,10012.48678,10708.79884,11245.23618,12039.95957,12677.48238,12806.21385,10444.29066,9640.9736,11791.09776,13204.09165
France,FRA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1003.945837,1076.616482,1193.503529,1323.803294,1451.861213,1550.684381,1662.603766,1779.015748,1922.249671,2191.537353,2430.162364,2686.431036,2972.896633,3383.272709,3919.629694,4391.190194,5051.498745,5658.350262,6398.244546,7272.767121,8206.154618,9210.319386,10521.56219,11617.80931,12563.68179,13394.02125,14325.03711,14973.00721,16098.35259,17261.29786,18150.59742,18643.27481,19218.08149,19323.17857,19887.3256,20460.16352,20956.13546,21557.08199,22459.4341,23155.31659,24270.37771,25065.43052,25686.27846,26192.50503,27170.27052,27946.66647,29046.07121,30323.45092,30947.3347,29924.21104,30682.32135,31499.91064,31811.34241,32077.50871,32418.91103,33035.14778,33483.08731,34329.19862,35190.0556,36173.13118,34302.11673,36923.8353,38826.55728,41119.12315
Faroe Islands,FRO,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,7433.572634,8800.339127,9899.277364,11013.59159,12078.75085,12373.09985,12992.29338,13832.83786,16581.63265,18936.72319,21099.63363,24540.8343,29841.49892,32164.13134,39825.59556,50333.8878,52279.28035,55519.22082,64537.55749,74519.06542,83778.64324,99621.66155,97751.19087,106791.0038,121144.9436,130473.1373,138844.5239,134217.73,125234.3141,124246.9558,119747.8535,109411.0342,109356.2348,115283.6434,130001.3594,138599.8427,164999.4428,174037.1214,188909.3298,208816.0882,215036.4215,208775.7427,215324.3452,218529.3326,248353.4452,263288.6003,262206.9364,254163.8275,270898.5747,278026.7019,290533.5593,312043.0418,337455.896,354740.2491,382589.899,391738.0052,395148.6606,421534.026,407150.6248,434491.104,473955.5472,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,337.1124443,359.0255562,403.1306217,545.0307151,703.1848752,687.1051401,682.3881605,674.4063597,745.409809,813.2171834,841.2514483,973.7877961,990.5922823,1011.51315,989.8661217,1158.765218,1241.302256,1256.933599,1312.811227,1396.751932,1492.855187,1654.933434,1730.924358,1871.168537,1860.460843,2008.332427,1972.601887,1859.270424,1964.643736,1973.66392,2088.209544,2152.52528,2165.48682,2195.187156,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,2956.561292,3250.92819,3533.791885,3537.471157,3318.288049,3447.33097,3766.511335,3992.223842
Gabon,GAB,GDP per capita (current LCU),NY.GDP.PCAP.CN,67572.17497,79169.25533,85187.52744,71067.88254,97896.42591,101363.3832,108682.3344,118348.2273,127089.6479,141457.2686,149868.0826,172381.8381,174356.2878,253585.7753,572796.1142,697078.4213,1059588.012,993192.1299,757159.8082,882786.3509,1207083.908,1364929.822,1505727.692,1593272.33,1867252.528,1751934.075,1338914.51,1089814.987,1227452.111,1396223.141,1648579.695,1509117.372,1426830.89,1436882.268,2127596.175,2206131.391,2531546.557,2635263.764,2186253.959,2313896.922,2834551.646,2815747.863,2758652.482,2739583.197,2891470.669,3464595.335,3590868.493,3846740.88,4340573.433,3445327.062,4156072.571,4841513.401,4772943.521,4568611.584,4569905.809,4191959.724,3983612.412,4050484.499,4274108.31,4408313.771,3844962.094,4788814.42,5501777.218,5107379.201
United Kingdom,GBR,GDP per capita (current LCU),NY.GDP.PCAP.CN,499.1412214,525.8522727,544.9201878,576.2348555,624.3888889,669.1316432,709.5528697,745.4917406,813.233427,875.2790091,978.2217172,1088.803442,1213.385179,1398.605953,1568.256105,1943.485019,2302.890374,2683.869513,3116.973255,3685.408654,4316.796313,4776.614776,5235.214679,5733.794961,6149.11838,6741.80713,7238.90075,8027.263101,8987.985893,9925.449278,10754.56701,11283.71201,11673.58991,12261.79825,12878.01617,14682.16549,15644.50259,16348.67624,17072.14582,17777.84867,18690.86451,19386.69383,20067.86908,21096.14612,22048.39459,23157.63364,24192.52148,25188.76321,25783.48939,24869.85813,25627.62715,26282.34708,26902.81344,27778.09095,28830.46049,29431.23894,30355.07765,31524.6438,32384.78573,33423.75472,31369.25001,34077.35878,36966.27871,39315.08413
