"Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Anguilla","Antarctica","Antigua and Barbuda","Argentina"
0,0,0,0,0,0,0,0,0,33
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,418.1983967935872
0,0,0,0,0,0,0,0,0,9.49498997995992
0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,107.65931863727455
0,0,0,0,0,0,0,0,0,31
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,72
0,0,0,0,0,0,0,0,0,43.474949899799604
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,47
0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,22.70941883767535
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,237.91583166332666
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,0,0,37
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,103
0,0,0,0,0,0,0,0,0,40
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,5.719438877755511
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,30.26052104208417
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,16.102204408817634
0,0,0,0,0,0,0,0,0,15.158316633266534
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,66.12825651302606
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,70.84769539078157
0,0,0,0,0,0,0,0,0,83
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,17.04609218436874
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,38
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,19.877755511022045
0,0,0,0,0,0,0,0,0,44
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,7.6072144288577155
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,26
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,99.16432865731464
0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,352.12625250501003
0,0,0,0,0,0,0,0,0,32
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,21.76553106212425
0,0,0,0,0,0,0,0,0,34
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,7.6072144288577155
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,65
0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,34.97995991983968
0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,740
0,0,0,0,0,0,0,0,0,5.719438877755511
0,0,0,0,0,0,0,0,0,98.22044088176354
0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,129
0,0,0,0,0,0,0,0,0,4.775551102204409
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,23.653306613226455
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,10.438877755511022
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,44.4188376753507
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,243
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,8.551102204408817
0,0,0,0,0,0,0,0,0,15.158316633266534
0,0,0,0,0,0,0,0,0,16.102204408817634
0,0,0,0,0,0,0,0,0,7.6072144288577155
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,251
0,0,0,0,0,0,0,0,0,169.9559118236473
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,26
0,0,0,0,0,0,0,0,0,226
0,0,0,0,0,0,0,0,0,199.21643286573146
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,0,0,509
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,4.775551102204409
0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,25.54108216432866
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,33
0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,10.438877755511022
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,130.31262525050101
0,0,0,0,0,0,0,0,0,12.326653306613228
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,38.75551102204409
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,91
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,75
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,393
0,0,0,0,0,0,0,0,0,53.857715430861724
0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,73
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,10.438877755511022
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,11.382765531062125
0,0,0,0,0,0,0,0,0,304
0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,48.19438877755511
0,0,0,0,0,0,0,0,0,49
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,8.551102204408817
0,0,0,0,0,0,0,0,0,98
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,48.19438877755511
0,0,0,0,0,0,0,0,0,11.382765531062125
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,26.48496993987976
0,0,0,0,0,0,0,0,0,4.775551102204409
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,219
0,0,0,0,0,0,0,0,0,14.214428857715431
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,18.933867735470944
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,6.663326653306614
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,15.158316633266534
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,8.551102204408817
0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,7.6072144288577155
0,0,0,0,0,0,0,0,0,41.587174348697395
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,6.663326653306614
0,0,0,0,0,0,0,0,0,4.775551102204409
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4.775551102204409
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,84.062124248497
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,118
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,43
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,24
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,54.80160320641283
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,8.551102204408817
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,63.296593186372746
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,222
0,0,0,0,0,0,0,0,0,7.6072144288577155
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,11.382765531062125
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,14.214428857715431
0,0,0,0,0,0,0,0,0,39
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,30.26052104208417
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,474
0,0,0,0,0,0,0,0,0,101.99599198396794
0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,9.49498997995992
0,0,0,0,0,0,0,0,0,102
0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,65
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,21.76553106212425
0,0,0,0,0,0,0,0,0,92.55711422845692
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,11.382765531062125
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,284
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,6.663326653306614
0,0,0,0,0,0,0,0,0,45
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,31
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,47.25050100200401
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,431
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,68.95991983967936
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,12118
0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,0,7.6072144288577155
0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,0,0,314
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,228.47695390781564
0,0,0,0,0,0,0,0,0,7.6072144288577155
0,0,0,0,0,0,0,0,0,6.663326653306614
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,351.1823647294589
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,17.98997995991984
0,0,0,0,0,0,0,0,0,8.551102204408817
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,33.09218436873748
0,0,0,0,0,0,0,0,0,65.18436873747495
0,0,0,0,0,0,0,0,0,40.6432865731463
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,4.775551102204409
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,72
0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,208
0,0,0,0,0,0,0,0,0,111
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,114
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,1.9438877755511021
0,0,0,0,0,0,0,0,0,2.8877755511022043
0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,366
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,266
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4.775551102204409
0,0,0,0,0,0,0,0,0,176
0,0,0,0,0,0,0,0,0,87
0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,79
0,0,0,0,0,0,0,0,0,244
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,139
0,0,0,0,0,0,0,0,0,51
0,0,0,0,0,0,0,0,0,47.25050100200401
0,0,0,0,0,0,0,0,0,173.7314629258517
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,4.775551102204409
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,105
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,109
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,220
0,0,0,0,0,0,0,0,0,250
0,0,0,0,0,0,0,0,0,862
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,8.551102204408817
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,153
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,83
0,0,0,0,0,0,0,0,0,213
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,224
0,0,0,0,0,0,0,0,0,68
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,846
0,0,0,0,0,0,0,0,0,7.6072144288577155
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,104.82765531062125
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3.831663326653307
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,51.96993987975952
0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,42.5310621242485
0,0,0,0,0,0,0,0,0,89
0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,678
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,24
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,42
0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,32
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,196
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,37
0,0,0,0,0,0,0,0,0,83
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,28
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
